,Identifiant de document,Reference document,1 Articles CGI,2 Articles CGI,3 Articles CGI,4 Articles CGI,5 Articles CGI,No disposition,Date mutation,Nature mutation,Valeur fonciere,No voie,B/T/Q,Type de voie,Code voie,Voie,Code postal,Commune,Code departement,Code commune,Prefixe de section,Section,No plan,No Volume,1er lot,Surface Carrez du 1er lot,2eme lot,Surface Carrez du 2eme lot,3eme lot,Surface Carrez du 3eme lot,4eme lot,Surface Carrez du 4eme lot,5eme lot,Surface Carrez du 5eme lot,Nombre de lots,Code type local,Type local,Identifiant local,Surface reelle bati,Nombre pieces principales,Nature culture,Nature culture speciale,Surface terrain
10367417,,,,,,,,1,18/06/2020,Vente,"335000,00",19.0,,CRS,7711,DE QUEBEC,33300.0,BORDEAUX,33,63,,TC,97,,206,,,,,,,,,,1,1.0,Maison,,93.0,5.0,,,
10367421,,,,,,,,1,05/06/2020,Vente,"739000,00",42.0,,RUE,0770,DE BEL ORME,33000.0,BORDEAUX,33,63,,LN,217,,658,,,,,,,,,,1,2.0,Appartement,,131.0,5.0,,,
10367433,,,,,,,,1,04/06/2020,Vente,"375000,00",37.0,B,RUE,7445,POQUELIN MOLIERE,33000.0,BORDEAUX,33,63,,KH,141,,2,,3,,,,,,,,2,2.0,Appartement,,78.0,3.0,,,
10367434,,,,,,,,1,22/06/2020,Vente,"143450,00",61.0,,RUE,6950,DU PAS SAINT GEORGES,33000.0,BORDEAUX,33,63,,KI,124,,16,"18,91",,,,,,,,,1,2.0,Appartement,,28.0,2.0,,,
10367440,,,,,,,,1,10/06/2020,Vente,"259000,00",67.0,,RUE,8355,SAINT SERNIN,33000.0,BORDEAUX,33,63,,KD,5,,9,,,,,,,,,,1,2.0,Appartement,,36.0,2.0,,,
10367447,,,,,,,,1,11/06/2020,Vente,"396000,00",24.0,,RUE,6445,MONDENARD,33000.0,BORDEAUX,33,63,,LC,91,,4,"65,40",,,,,,,,,1,2.0,Appartement,,40.0,2.0,,,
10367453,,,,,,,,1,10/06/2020,Vente,"200000,00",127.0,,CRS,3090,EDOUARD VAILLANT,33300.0,BORDEAUX,33,63,,RV,60,,114,,59,"67,11",,,,,,,2,2.0,Appartement,,69.0,4.0,,,
10367454,,,,,,,,1,27/05/2020,Vente,"430000,00",14.0,,RUE,2340,COURBIN,33000.0,BORDEAUX,33,63,,KM,40,,11,"86,97",,,,,,,,,1,2.0,Appartement,,86.0,3.0,,,
10367457,,,,,,,,1,19/06/2020,Vente,"199000,00",49.0,,RUE,2206,COMMANDANT CHARCOT CAUD,33200.0,BORDEAUX,33,63,,YE,94,,70,,,,,,,,,,1,2.0,Appartement,,46.0,2.0,,,
10367461,,,,,,,,1,01/06/2020,Vente,"249000,00",18.0,,RUE,1360,CAGE VERTE CAUD,33200.0,BORDEAUX,33,63,,YD,164,,15,,44,"74,19",,,,,,,2,2.0,Appartement,,74.0,4.0,,,
10367464,,,,,,,,1,29/05/2020,Vente,"345000,00",384.0,,AV,6000,MAL DE LATTRE DE TASSIGNY,33200.0,BORDEAUX,33,63,,YN,107,,4,"86,45",,,,,,,,,1,2.0,Appartement,,89.0,4.0,,,
10367473,,,,,,,,1,12/06/2020,Vente,"1100000,00",42.0,,RUE,1105,BOUFFARD,33000.0,BORDEAUX,33,63,,KH,43,,,,,,,,,,,,0,2.0,Appartement,,90.0,4.0,S,,93.0
10367474,,,,,,,,1,12/06/2020,Vente,"1100000,00",42.0,,RUE,1105,BOUFFARD,33000.0,BORDEAUX,33,63,,KH,43,,,,,,,,,,,,0,2.0,Appartement,,60.0,2.0,S,,93.0
10367478,,,,,,,,1,19/06/2020,Vente,"180000,00",112.0,,RUE,5785,MAC CARTHY CAUD,33200.0,BORDEAUX,33,63,,NM,46,,289,"55,24",,,,,,,,,1,2.0,Appartement,,61.0,3.0,,,
10367480,,,,,,,,1,12/06/2020,Vente,"500000,00",149.0,,CRS,8285,SAINT LOUIS,33300.0,BORDEAUX,33,63,,RL,93,,,,,,,,,,,,0,1.0,Maison,,92.0,4.0,S,,239.0
10367481,,,,,,,,1,05/06/2020,Vente,"138500,00",70.0,,RUE,9115,DE TURENNE,33000.0,BORDEAUX,33,63,,KV,13,,215,,228,,,,,,,,2,2.0,Appartement,,78.0,2.0,,,
10367490,,,,,,,,1,11/06/2020,Vente,"200000,00",111.0,,RUE,3570,FONDAUDEGE,33000.0,BORDEAUX,33,63,,PD,74,,10,"38,65",,,,,,,,,1,2.0,Appartement,,45.0,1.0,,,
10367492,,,,,,,,1,11/06/2020,Vente,"1350000,00",75.0,,RUE,6745,NOTRE DAME,33000.0,BORDEAUX,33,63,,PL,266,,,,,,,,,,,,0,2.0,Appartement,,54.0,2.0,S,,227.0
10367493,,,,,,,,1,11/06/2020,Vente,"1350000,00",75.0,,RUE,6745,NOTRE DAME,33000.0,BORDEAUX,33,63,,PL,266,,,,,,,,,,,,0,2.0,Appartement,,36.0,1.0,S,,227.0
10367494,,,,,,,,1,11/06/2020,Vente,"1350000,00",75.0,,RUE,6745,NOTRE DAME,33000.0,BORDEAUX,33,63,,PL,266,,,,,,,,,,,,0,2.0,Appartement,,32.0,1.0,S,,227.0
10367495,,,,,,,,1,11/06/2020,Vente,"1350000,00",75.0,,RUE,6745,NOTRE DAME,33000.0,BORDEAUX,33,63,,PL,266,,,,,,,,,,,,0,2.0,Appartement,,40.0,1.0,S,,227.0
10367496,,,,,,,,1,11/06/2020,Vente,"1350000,00",75.0,,RUE,6745,NOTRE DAME,33000.0,BORDEAUX,33,63,,PL,266,,,,,,,,,,,,0,2.0,Appartement,,54.0,2.0,S,,227.0
10367497,,,,,,,,1,11/06/2020,Vente,"1350000,00",75.0,,RUE,6745,NOTRE DAME,33000.0,BORDEAUX,33,63,,PL,266,,,,,,,,,,,,0,2.0,Appartement,,54.0,2.0,S,,227.0
10367498,,,,,,,,1,11/06/2020,Vente,"1350000,00",75.0,,RUE,6745,NOTRE DAME,33000.0,BORDEAUX,33,63,,PL,266,,,,,,,,,,,,0,2.0,Appartement,,54.0,2.0,S,,227.0
10367499,,,,,,,,1,11/06/2020,Vente,"1350000,00",75.0,,RUE,6745,NOTRE DAME,33000.0,BORDEAUX,33,63,,PL,266,,,,,,,,,,,,0,2.0,Appartement,,54.0,2.0,S,,227.0
10367526,,,,,,,,1,19/06/2020,Vente,"235000,00",6.0,,RUE,7768,RAOUL DUFY,33300.0,BORDEAUX,33,63,,RM,120,,113,,,,,,,,,,1,2.0,Appartement,,56.0,2.0,,,
10367529,,,,,,,,1,19/06/2020,Vente,"157000,00",120.0,,RUE,5785,MAC CARTHY CAUD,33200.0,BORDEAUX,33,63,,NM,46,,199,,,,,,,,,,1,2.0,Appartement,,64.0,3.0,,,
10367538,,,,,,,,1,15/06/2020,Vente,"290000,00",109.0,B,RUE,5205,LAROCHE,33000.0,BORDEAUX,33,63,,OX,64,,,,,,,,,,,,0,1.0,Maison,,45.0,2.0,S,,86.0
10367542,,,,,,,,1,25/06/2020,Vente,"452000,00",112.0,,RUE,3375,FALQUET CAUD,33200.0,BORDEAUX,33,63,,YC,131,,,,,,,,,,,,0,1.0,Maison,,106.0,7.0,S,,533.0
10367558,,,,,,,,1,24/06/2020,Vente,"440640,00",17.0,,RUE,2310,CORNAC,33000.0,BORDEAUX,33,63,,PL,76,,5,"90,40",,,,,,,,,1,2.0,Appartement,,75.0,2.0,,,
10367559,,,,,,,,2,17/06/2020,Vente,"500000,00",31.0,,RUE,3155,EMILE FOURCAND,33000.0,BORDEAUX,33,63,,KT,257,,,,,,,,,,,,0,2.0,Appartement,,180.0,3.0,S,,196.0
10367560,,,,,,,,2,17/06/2020,Vente,"500000,00",31.0,,RUE,3155,EMILE FOURCAND,33000.0,BORDEAUX,33,63,,KT,257,,,,,,,,,,,,0,2.0,Appartement,,56.0,2.0,S,,196.0
10367566,,,,,,,,1,02/06/2020,Vente,"335000,00",49.0,,RUE,4695,JEAN SOULA,33000.0,BORDEAUX,33,63,,LV,147,,,,,,,,,,,,0,1.0,Maison,,90.0,4.0,S,,109.0
10367573,,,,,,,,1,03/06/2020,Vente,"855000,00",18.0,,RUE,9445,VITAL CARLES,33000.0,BORDEAUX,33,63,,KN,250,,26,,,,,,,,,,1,2.0,Appartement,,144.0,5.0,,,
10367587,,,,,,,,1,18/06/2020,Vente,"314000,00",313.0,,AV,0355,D ARES,33200.0,BORDEAUX,33,63,,NL,32,,18,"104,92",,,,,,,,,1,2.0,Appartement,,90.0,4.0,,,
10367589,,,,,,,,1,02/06/2020,Vente,"619950,00",78.0,,RUE,0980,BLANQUI,33300.0,BORDEAUX,33,63,,SC,109,,,,,,,,,,,,0,1.0,Maison,,218.0,7.0,S,,279.0
10367595,,,,,,,,1,12/06/2020,Vente,"246000,00",127.0,,AV,0355,D ARES,33200.0,BORDEAUX,33,63,,MN,101,,8,,,,,,,,,,1,2.0,Appartement,,63.0,3.0,,,
10367605,,,,,,,,1,05/06/2020,Vente,"192700,00",82.0,,RUE,3735,FRERE,33000.0,BORDEAUX,33,63,,PO,37,,145,,16,,,,,,,,2,2.0,Appartement,,40.0,1.0,,,
10367607,,,,,,,,1,12/06/2020,Vente,"205000,00",240.0,,AV,3340,EYSINES CAUD,33200.0,BORDEAUX,33,63,,YE,316,,30,,,,,,,,,,1,2.0,Appartement,,87.0,5.0,,,
10367617,,,,,,,,1,25/06/2020,Vente,"302750,00",188.0,,RUE,6975,PASTEUR,33200.0,BORDEAUX,33,63,,NH,80,,130,"83,24",,,,,,,,,1,2.0,Appartement,,83.0,4.0,,,
10367620,,,,,,,,1,15/06/2020,Vente,"306500,00",19.0,,RUE,2145,COIFFARD,33200.0,BORDEAUX,33,63,,OC,123,,49,"79,13",,,,,,,,,1,2.0,Appartement,,79.0,4.0,,,
10367630,,,,,,,,1,03/06/2020,Vente,"1305000,00",86.0,,CRS,5915,MARC NOUAUX,33000.0,BORDEAUX,33,63,,LS,186,,101,,,,,,,,,,1,1.0,Maison,,270.0,8.0,,,
10367679,,,,,,,,1,22/06/2020,Vente,"150000,00",51.0,,RUE,0630,BARILLET DESCHAMPS,33300.0,BORDEAUX,33,63,,SN,157,,,,,,,,,,,,0,1.0,Maison,,60.0,3.0,S,,121.0
10367682,,,,,,,,1,12/06/2020,Vente,"170000,00",13.0,,ALL,0335,ARAGO,33200.0,BORDEAUX,33,63,,YH,247,,413,"45,39",,,,,,,,,1,2.0,Appartement,,46.0,2.0,,,
10367686,,,,,,,,1,02/06/2020,Vente,"193000,00",31.0,,RUE,5790,DE MACAU,33000.0,BORDEAUX,33,63,,OS,80,,343,,,,,,,,,,1,2.0,Appartement,,49.0,2.0,,,
10367692,,,,,,,,1,10/06/2020,Vente,"303420,00",207.0,,RUE,4545,DU JARDIN PUBLIC,33300.0,BORDEAUX,33,63,,RC,70,,21,,,,,,,,,,1,2.0,Appartement,,65.0,3.0,,,
10367693,,,,,,,,1,11/06/2020,Vente,"201500,00",6.0,,SEN,6607,DES MOUSSES,33300.0,BORDEAUX,33,63,,RX,126,,142,"49,05",,,,,,,,,1,2.0,Appartement,,50.0,2.0,,,
10367708,,,,,,,,1,24/06/2020,Vente,"194299,00",8.0,,RUE,3218,ERIK SATIE,33200.0,BORDEAUX,33,63,,VO,137,,37,"78,53",,,,,,,,,1,2.0,Appartement,,77.0,4.0,,,
10367711,,,,,,,,1,04/06/2020,Vente,"98000,00",12.0,,RUE,7150,PERINOT,33200.0,BORDEAUX,33,63,,YO,143,,156,"17,18",,,,,,,,,1,2.0,Appartement,,17.0,1.0,,,
10367714,,,,,,,,1,12/06/2020,Vente,"170000,00",46.0,T,RUE,5470,DE LEYBARDIE,33300.0,BORDEAUX,33,63,,RN,4,,324,,,,,,,,,,1,2.0,Appartement,,56.0,3.0,,,
10367717,,,,,,,,1,03/06/2020,Vente,"135000,00",61.0,,RUE,2256,CONDORCET,33300.0,BORDEAUX,33,63,,PT,132,,,,,,,,,,,,0,1.0,Maison,,134.0,5.0,S,,86.0
10367718,,,,,,,,1,05/06/2020,Vente,"720000,00",160.0,,RUE,3040,DE L ECOLE NORMALE CAUD,33200.0,BORDEAUX,33,63,,NC,15,,,,,,,,,,,,0,1.0,Maison,,90.0,4.0,S,,186.0
10367721,,,,,,,,1,09/06/2020,Vente,"165000,00",25.0,,RUE,3218,ERIK SATIE,33200.0,BORDEAUX,33,63,,VO,75,,169,,,,,,,,,,1,2.0,Appartement,,49.0,2.0,,,
10367722,,,,,,,,1,12/06/2020,Vente,"811610,00",12.0,,RUE,2485,DAUZATS,33000.0,BORDEAUX,33,63,,MD,145,,,,,,,,,,,,0,1.0,Maison,,155.0,3.0,S,,130.0
10367728,,,,,,,,1,10/06/2020,Vente,"758100,00",8.0,,RUE,7515,POYENNE,33300.0,BORDEAUX,33,63,,RH,287,,,,,,,,,,,,0,1.0,Maison,,152.0,4.0,S,,89.0
10367729,,,,,,,,1,10/06/2020,Vente,"133000,00",11.0,,RUE,3955,GENSONNE,33000.0,BORDEAUX,33,63,,KD,118,,4,,,,,,,,,,1,2.0,Appartement,,26.0,1.0,,,
10367736,,,,,,,,1,29/06/2020,Vente,"235000,00",232.0,,BD,7566,DU PRESIDENT WILSON,33000.0,BORDEAUX,33,63,,LS,36,,9,,,,,,,,,,1,2.0,Appartement,,91.0,3.0,,,
10367737,,,,,,,,1,09/06/2020,Vente,"199900,00",23.0,,RUE,3735,FRERE,33000.0,BORDEAUX,33,63,,PM,275,,5,,,,,,,,,,1,2.0,Appartement,,40.0,2.0,,,
10367739,,,,,,,,1,16/06/2020,Vente,"415000,00",34.0,,RUE,1640,CASTEJA,33000.0,BORDEAUX,33,63,,KX,114,,22,,,,,,,,,,1,2.0,Appartement,,74.0,1.0,,,
10367758,,,,,,,,1,06/05/2020,Vente,"185000,00",118.0,,RUE,5785,MAC CARTHY CAUD,33200.0,BORDEAUX,33,63,,NM,46,,216,,,,,,,,,,1,2.0,Appartement,,74.0,4.0,,,
10367762,,,,,,,,1,29/06/2020,Vente,"111421,00",4.0,,RUE,4421,DES HOLLANDAIS,33300.0,BORDEAUX,33,63,,TH,88,,101,,,,,,,,,,1,2.0,Appartement,,45.0,2.0,,,
10367765,,,,,,,,1,15/06/2020,Vente,"455500,00",58.0,,RUE,6525,MONTGOLFIER,33000.0,BORDEAUX,33,63,,PM,23,,4,"66,00",,,,,,,,,1,2.0,Appartement,,81.0,3.0,,,
10367770,,,,,,,,1,29/06/2020,Vente,"212500,00",108.0,B,CRS,8285,SAINT LOUIS,33300.0,BORDEAUX,33,63,,RO,55,,178,"56,83",,,,,,,,,1,2.0,Appartement,,58.0,3.0,,,
10367773,,,,,,,,1,29/06/2020,Vente,"516000,00",1.0,,RUE,4717,JEANNIN,33200.0,BORDEAUX,33,63,,NV,271,,,,,,,,,,,,0,1.0,Maison,,105.0,5.0,S,,177.0
10367774,,,,,,,,1,01/07/2020,Vente,"135000,00",23.0,,RUE,3735,FRERE,33000.0,BORDEAUX,33,63,,PM,275,,6,,,,,,,,,,1,2.0,Appartement,,26.0,1.0,,,
10367775,,,,,,,,1,24/06/2020,Vente,"207000,00",25.0,,RUE,4860,JULES MICHELET,33200.0,BORDEAUX,33,63,,NY,1,,165,,33,,,,,,,,2,2.0,Appartement,,81.0,5.0,,,
10367786,,,,,,,,1,23/06/2020,Vente,"218000,00",3.0,,RUE,8915,THIAC,33000.0,BORDEAUX,33,63,,KV,177,,21,"30,92",,,,,,,,,1,2.0,Appartement,,31.0,2.0,,,
10367788,,,,,,,,1,23/06/2020,Vente,"115000,00",8.0,,RUE,7150,PERINOT,33200.0,BORDEAUX,33,63,,YO,143,,58,"19,89",,,,,,,,,1,2.0,Appartement,,20.0,1.0,,,
10367795,,,,,,,,1,12/06/2020,Vente,"150000,00",53.0,,AV,8180,SAINT AMAND,33200.0,BORDEAUX,33,63,,NZ,44,,13,"41,86",30,,9,,,,,,3,2.0,Appartement,,43.0,2.0,,,
10367798,,,,,,,,1,27/05/2020,Vente,"218000,00",2.0,,RUE,3815,GAMBETTA CAUD,33200.0,BORDEAUX,33,63,,NV,57,,39,,,,,,,,,,1,2.0,Appartement,,72.0,4.0,,,
10367799,,,,,,,,1,25/05/2020,Vente,"175700,00",186.0,,RUE,6975,PASTEUR,33200.0,BORDEAUX,33,63,,NH,4,,48,,5,,,,,,,,2,2.0,Appartement,,77.0,4.0,,,
10367803,,,,,,,,1,30/06/2020,Vente,"1240000,00",90.0,,RUE,6210,MAURICE,33300.0,BORDEAUX,33,63,,RP,78,,,,,,,,,,,,0,2.0,Appartement,,42.0,2.0,S,,565.0
10367804,,,,,,,,1,30/06/2020,Vente,"1240000,00",90.0,,RUE,6210,MAURICE,33300.0,BORDEAUX,33,63,,RP,78,,,,,,,,,,,,0,2.0,Appartement,,50.0,2.0,S,,565.0
10367805,,,,,,,,1,30/06/2020,Vente,"1240000,00",90.0,,RUE,6210,MAURICE,33300.0,BORDEAUX,33,63,,RP,78,,,,,,,,,,,,0,2.0,Appartement,,50.0,2.0,S,,565.0
10367806,,,,,,,,1,30/06/2020,Vente,"1240000,00",90.0,,RUE,6210,MAURICE,33300.0,BORDEAUX,33,63,,RP,78,,,,,,,,,,,,0,2.0,Appartement,,43.0,2.0,S,,565.0
10367811,,,,,,,,1,10/06/2020,Vente,"127500,00",2.0,,RUE,4549,JEAN ARTUS,33300.0,BORDEAUX,33,63,,PX,3,,137,,97,"47,94",,,,,,,2,2.0,Appartement,,48.0,2.0,,,
10367812,,,,,,,,1,11/06/2020,Vente,"750000,00",162.0,,RUE,4545,DU JARDIN PUBLIC,33300.0,BORDEAUX,33,63,,RC,143,,,,,,,,,,,,0,1.0,Maison,,106.0,6.0,S,,222.0
10367813,,,,,,,,1,29/06/2020,Vente,"350000,00",66.0,,RUE,7400,POMME D OR,33300.0,BORDEAUX,33,63,,RE,33,,2,"54,61",,,,,,,,,1,2.0,Appartement,,36.0,1.0,,,
10367815,,,,,,,,1,26/06/2020,Vente,"128345,00",11.0,,ALL,8762,STENDHAL,33300.0,BORDEAUX,33,63,,RH,104,,164,,,,,,,,,,1,2.0,Appartement,,68.0,3.0,,,
10367817,,,,,,,,1,18/06/2020,Vente,"283100,00",5.0,,RUE,9255,VERGNIAUD,33000.0,BORDEAUX,33,63,,PA,273,,16,,,,,,,,,,1,2.0,Appartement,,65.0,2.0,,,
10367818,,,,,,,,1,18/06/2020,Vente,"283100,00",5.0,,RUE,9255,VERGNIAUD,33000.0,BORDEAUX,33,63,,PA,273,,16,,,,,,,,,,1,2.0,Appartement,,30.0,1.0,,,
10367819,,,,,,,,1,18/06/2020,Vente,"316000,00",60.0,,AV,3140,EMILE COUNORD,33300.0,BORDEAUX,33,63,,RC,104,,4,"68,90",,,,,,,,,1,2.0,Appartement,,70.0,3.0,,,
10367821,,,,,,,,1,26/06/2020,Vente,"733700,00",70.0,,RUE,0830,DE LA BENATTE,33000.0,BORDEAUX,33,63,,LV,33,,,,,,,,,,,,0,1.0,Maison,,214.0,10.0,S,,142.0
10367823,,,,,,,,1,23/06/2020,Vente,"227000,00",40.0,,RUE,3040,DE L ECOLE NORMALE CAUD,33200.0,BORDEAUX,33,63,,MX,3,,3,"46,62",,,,,,,,,1,2.0,Appartement,,47.0,2.0,,,
10367824,,,,,,,,1,26/06/2020,Vente,"311428,00",24.0,,AV,3140,EMILE COUNORD,33300.0,BORDEAUX,33,63,,RD,17,,4,,,,,,,,,,1,2.0,Appartement,,110.0,4.0,,,
10367833,,,,,,,,1,26/06/2020,Vente,"208000,00",108.0,B,CRS,8285,SAINT LOUIS,33300.0,BORDEAUX,33,63,,RO,55,,376,"66,87",,,,,,,,,1,2.0,Appartement,,68.0,3.0,,,
10367837,,,,,,,,1,24/06/2020,Vente,"364430,00",4.0,,PL,8825,TARTAS,33000.0,BORDEAUX,33,63,,LX,83,,4,,6,,,,,,,,2,2.0,Appartement,,66.0,3.0,,,
10367838,,,,,,,,1,19/06/2020,Vente,"230000,00",162.0,,AV,3340,EYSINES CAUD,33200.0,BORDEAUX,33,63,,OC,53,,209,,,,,,,,,,1,2.0,Appartement,,81.0,3.0,,,
10367854,,,,,,,,1,12/06/2020,Vente,"106200,00",8.0,,RUE,7150,PERINOT,33200.0,BORDEAUX,33,63,,YO,143,,29,,,,,,,,,,1,2.0,Appartement,,20.0,1.0,,,
10367856,,,,,,,,1,16/06/2020,Vente,"106000,00",17.0,,RUE,1370,CAILLOU,33200.0,BORDEAUX,33,63,,YW,22,,115,,142,"27,38",,,,,,,2,2.0,Appartement,,27.0,1.0,,,
10367860,,,,,,,,1,24/06/2020,Vente,"467800,00",4.0,,RUE,0145,ALFRED DE VIGNY,33200.0,BORDEAUX,33,63,,VR,82,,,,,,,,,,,,0,1.0,Maison,,92.0,4.0,S,,151.0
10367863,,,,,,,,1,12/06/2020,Vente,"356000,00",20.0,,RUE,6700,DE NEW YORK,33300.0,BORDEAUX,33,63,,SC,132,,,,,,,,,,,,0,1.0,Maison,,86.0,4.0,S,,364.0
10367874,,,,,,,,1,19/06/2020,Vente,"735300,00",31.0,,RUE,5950,MARCELIN JOURDAN,33200.0,BORDEAUX,33,63,,OM,91,,,,,,,,,,,,0,1.0,Maison,,85.0,4.0,S,,172.0
10367875,,,,,,,,1,02/07/2020,Vente,"472500,00",19.0,,RUE,0815,BELLUS MAREILHAC,33200.0,BORDEAUX,33,63,,VA,115,,3,"88,07",,,,,,,,,1,2.0,Appartement,,90.0,4.0,,,
10367879,,,,,,,,1,08/06/2020,Vente,"208000,00",222.0,,AV,3340,EYSINES CAUD,33200.0,BORDEAUX,33,63,,YE,142,,26,"74,08",,,,,,,,,1,2.0,Appartement,,69.0,4.0,,,
10367880,,,,,,,,1,17/06/2020,Vente,"880000,00",100.0,,AV,3340,EYSINES CAUD,33200.0,BORDEAUX,33,63,,OE,76,,,,,,,,,,,,0,1.0,Maison,,140.0,4.0,S,,465.0
10367890,,,,,,,,1,19/06/2020,Vente,"460733,00",208.0,,AV,6000,MAL DE LATTRE DE TASSIGNY,33200.0,BORDEAUX,33,63,,VY,134,,,,,,,,,,,,0,2.0,Appartement,,26.0,2.0,S,,220.0
10367892,,,,,,,,1,19/06/2020,Vente,"460733,00",208.0,,AV,6000,MAL DE LATTRE DE TASSIGNY,33200.0,BORDEAUX,33,63,,VY,134,,,,,,,,,,,,0,2.0,Appartement,,76.0,3.0,S,,220.0
10367893,,,,,,,,1,19/06/2020,Vente,"460733,00",208.0,,AV,6000,MAL DE LATTRE DE TASSIGNY,33200.0,BORDEAUX,33,63,,VY,134,,,,,,,,,,,,0,2.0,Appartement,,37.0,2.0,S,,220.0
10367894,,,,,,,,1,19/06/2020,Vente,"460733,00",208.0,,AV,6000,MAL DE LATTRE DE TASSIGNY,33200.0,BORDEAUX,33,63,,VY,134,,,,,,,,,,,,0,2.0,Appartement,,45.0,2.0,S,,220.0
10367896,,,,,,,,1,18/06/2020,Vente,"189000,00",222.0,,AV,3340,EYSINES CAUD,33200.0,BORDEAUX,33,63,,YE,142,,4,"74,59",,,,,,,,,1,2.0,Appartement,,68.0,3.0,,,
10367898,,,,,,,,1,10/06/2020,Vente,"316600,00",4.0,,RUE,2760,DOMION,33200.0,BORDEAUX,33,63,,VX,19,,21,,48,"85,91",,,,,,,2,2.0,Appartement,,84.0,4.0,,,
10367908,,,,,,,,1,25/06/2020,Vente,"1540000,00",66.0,,RUE,6745,NOTRE DAME,33000.0,BORDEAUX,33,63,,PK,34,,,,,,,,,,,,0,1.0,Maison,,235.0,6.0,S,,114.0
10367913,,,,,,,,1,08/06/2020,Vente,"570000,00",72.0,,RUE,4125,GOYA,33000.0,BORDEAUX,33,63,,LB,149,,,,,,,,,,,,0,1.0,Maison,,135.0,4.0,S,,148.0
10367917,,,,,,,,1,15/06/2020,Vente,"249900,00",74.0,,AV,1915,CHARLES DE GAULLE,33200.0,BORDEAUX,33,63,,MZ,28,,155,"58,11",33,,,,,,,,2,2.0,Appartement,,59.0,2.0,,,
10367919,,,,,,,,1,11/06/2020,Vente,"926500,00",14.0,,RUE,2310,CORNAC,33000.0,BORDEAUX,33,63,,PL,17,,1,"154,71",,,,,,,,,1,2.0,Appartement,,153.0,4.0,,,
10367925,,,,,,,,1,25/06/2020,Vente,"179500,00",261.0,,RUE,5880,MANDRON,33000.0,BORDEAUX,33,63,,PW,8,,37,"37,95",,,,,,,,,1,2.0,Appartement,,42.0,1.0,,,
10367935,,,,,,,,1,29/06/2020,Vente,"168748,00",37.0,,RUE,5367,LEON BLUM,33300.0,BORDEAUX,33,63,,SN,205,,,,,,,,,,,,0,1.0,Maison,,73.0,4.0,S,,100.0
10367940,,,,,,,,1,01/07/2020,Vente,"168748,00",55.0,,RUE,3650,FRANCIS JAMMES,33300.0,BORDEAUX,33,63,,SP,109,,,,,,,,,,,,0,1.0,Maison,,72.0,4.0,S,,150.0
10367949,,,,,,,,1,23/06/2020,Vente,"226400,00",53.0,,RUE,7860,DES REMPARTS,33000.0,BORDEAUX,33,63,,KH,49,,2,"27,14",,,,,,,,,1,2.0,Appartement,,27.0,2.0,,,
10367957,,,,,,,,1,23/06/2020,Vente,"449000,00",27.0,,RUE,0815,BELLUS MAREILHAC,33200.0,BORDEAUX,33,63,,VA,43,,11,,,,,,,,,,1,1.0,Maison,,87.0,4.0,,,
10367966,,,,,,,,1,07/07/2020,Vente,"1141900,00",32.0,,RUE,4700,JEANNE,33200.0,BORDEAUX,33,63,,OI,98,,,,,,,,,,,,0,1.0,Maison,,189.0,6.0,S,,378.0
10367982,,,,,,,,1,11/06/2020,Vente,"210000,00",19.0,,AV,3841,DE LA GARE,33200.0,BORDEAUX,33,63,,VO,75,,174,"66,20",,,,,,,,,1,2.0,Appartement,,66.0,3.0,,,
10367985,,,,,,,,1,25/06/2020,Vente,"498500,00",71.0,,RUE,5520,DE LA LIBERTE,33200.0,BORDEAUX,33,63,,MK,106,,,,,,,,,,,,0,1.0,Maison,,83.0,6.0,S,,188.0
10367994,,,,,,,,1,11/06/2020,Vente,"650000,00",35.0,,RUE,7675,PRUNIER,33300.0,BORDEAUX,33,63,,RI,28,,,,,,,,,,,,0,1.0,Maison,,126.0,6.0,S,,332.0
10367995,,,,,,,,1,24/06/2020,Vente,"600000,00",5.0,B,RUE,5335,LENOTRE,33200.0,BORDEAUX,33,63,,OK,2,,2,"118,76",,,,,,,,,1,1.0,Maison,,123.0,5.0,,,
10368003,,,,,,,,1,24/06/2020,Vente,"420000,00",186.0,,RUE,6975,PASTEUR,33200.0,BORDEAUX,33,63,,NH,4,,132,"132,86",,,,,,,,,1,2.0,Appartement,,106.0,4.0,,,
10368006,,,,,,,,1,29/06/2020,Vente,"210000,00",1.0,,RUE,9447,VITAL MAREILLE,33300.0,BORDEAUX,33,63,,RM,131,,129,,,,,,,,,,1,2.0,Appartement,,64.0,3.0,,,
10368011,,,,,,,,1,02/07/2020,Vente,"600000,00",138.0,,CRS,0570,BALGUERIE STUTTENBERG,33300.0,BORDEAUX,33,63,,RP,68,,,,,,,,,,,,0,2.0,Appartement,,73.0,2.0,S,,298.0
10368016,,,,,,,,1,16/06/2020,Vente,"330000,00",10.0,,RUE,0815,BELLUS MAREILHAC,33200.0,BORDEAUX,33,63,,VB,122,,125,,,,,,,,,,1,2.0,Appartement,,82.0,3.0,,,
10368018,,,,,,,,1,25/06/2020,Vente,"370000,00",22.0,,RUE,1800,DU CHAI DES FARINES,33000.0,BORDEAUX,33,63,,KL,146,,11,"72,25",,,,,,,,,1,2.0,Appartement,,86.0,3.0,,,
10368021,,,,,,,,1,03/07/2020,Vente,"230000,00",51.0,,RUE,5470,DE LEYBARDIE,33300.0,BORDEAUX,33,63,,RO,9,,422,,,,,,,,,,1,2.0,Appartement,,58.0,3.0,,,
