,Identifiant de document,Reference document,1 Articles CGI,2 Articles CGI,3 Articles CGI,4 Articles CGI,5 Articles CGI,No disposition,Date mutation,Nature mutation,Valeur fonciere,No voie,B/T/Q,Type de voie,Code voie,Voie,Code postal,Commune,Code departement,Code commune,Prefixe de section,Section,No plan,No Volume,1er lot,Surface Carrez du 1er lot,2eme lot,Surface Carrez du 2eme lot,3eme lot,Surface Carrez du 3eme lot,4eme lot,Surface Carrez du 4eme lot,5eme lot,Surface Carrez du 5eme lot,Nombre de lots,Code type local,Type local,Identifiant local,Surface reelle bati,Nombre pieces principales,Nature culture,Nature culture speciale,Surface terrain
6068270,,,,,,,,1,25/03/2021,Vente,"452100,00",139.0,,RUE,4900,KLEBER,33800.0,BORDEAUX,33,63,,CT,365,,,,,,,,,,,,0,2.0,Appartement,,30.0,2.0,S,,147.0
6068271,,,,,,,,1,25/03/2021,Vente,"452100,00",139.0,,RUE,4900,KLEBER,33800.0,BORDEAUX,33,63,,CT,365,,,,,,,,,,,,0,2.0,Appartement,,35.0,2.0,S,,147.0
6068272,,,,,,,,1,25/03/2021,Vente,"452100,00",139.0,,RUE,4900,KLEBER,33800.0,BORDEAUX,33,63,,CT,365,,,,,,,,,,,,0,2.0,Appartement,,24.0,1.0,S,,147.0
6068273,,,,,,,,1,25/03/2021,Vente,"452100,00",139.0,,RUE,4900,KLEBER,33800.0,BORDEAUX,33,63,,CT,365,,,,,,,,,,,,0,2.0,Appartement,,20.0,1.0,S,,147.0
6068274,,,,,,,,1,25/03/2021,Vente,"452100,00",139.0,,RUE,4900,KLEBER,33800.0,BORDEAUX,33,63,,CT,365,,,,,,,,,,,,0,2.0,Appartement,,22.0,1.0,S,,147.0
6068275,,,,,,,,1,25/03/2021,Vente,"452100,00",139.0,,RUE,4900,KLEBER,33800.0,BORDEAUX,33,63,,CT,365,,,,,,,,,,,,0,2.0,Appartement,,30.0,2.0,S,,147.0
6068287,,,,,,,,1,26/03/2021,Vente,"151000,00",6.0,,RUE,4511,JAC BELAUBRE,33200.0,BORDEAUX,33,63,,YT,155,,19,,,,,,,,,,1,2.0,Appartement,,37.0,2.0,,,
6068289,,,,,,,,1,15/03/2021,Vente,"212000,00",3.0,,RUE,5645,LOUIS CABIE,33800.0,BORDEAUX,33,63,,CE,162,,18,,,,,,,,,,1,2.0,Appartement,,46.0,1.0,,,
6068293,,,,,,,,1,08/03/2021,Vente,"344900,00",102.0,,RUE,1585,CARLE VERNET,33800.0,BORDEAUX,33,63,,BY,325,,6,,,,,,,,,,1,2.0,Appartement,,89.0,4.0,,,
6068304,,,,,,,,1,23/03/2021,Vente,"115050,00",38.0,,RUE,5100,LAJARTE,33800.0,BORDEAUX,33,63,,CT,329,,30,"24,15",,,,,,,,,1,2.0,Appartement,,28.0,1.0,,,
6068310,,,,,,,,1,10/03/2021,Vente,"630770,00",24.0,,RUE,9240,VERDIER,33000.0,BORDEAUX,33,63,,LK,57,,,,,,,,,,,,0,1.0,Maison,,147.0,6.0,S,,269.0
6068313,,,,,,,,1,31/03/2021,Vente,"128000,00",10.0,,RUE,8760,STEHELIN CAUD,33200.0,BORDEAUX,33,63,,VX,90,,76,,,,,,,,,,1,2.0,Appartement,,28.0,1.0,,,
6068334,,,,,,,,1,29/03/2021,Vente,"260000,00",58.0,,CRS,9315,VICTOR HUGO,33000.0,BORDEAUX,33,63,,DP,66,,5,,6,,,,,,,,2,2.0,Appartement,,57.0,3.0,,,
6068337,,,,,,,,1,26/03/2021,Vente,"157000,00",70.0,,RUE,9115,DE TURENNE,33000.0,BORDEAUX,33,63,,KV,13,,146,"54,85",210,,,,,,,,2,2.0,Appartement,,58.0,2.0,,,
6068343,,,,,,,,1,06/04/2021,Vente,"380200,00",61.0,B,RUE,2785,DE DOUMERC,33000.0,BORDEAUX,33,63,,IW,394,,,,,,,,,,,,0,1.0,Maison,,69.0,2.0,S,,107.0
6068346,,,,,,,,1,23/03/2021,Vente,"1168279,00",20.0,B,RUE,1675,DE CAUDERAN,33000.0,BORDEAUX,33,63,,LT,45,,,,,,,,,,,,0,1.0,Maison,,259.0,8.0,S,,336.0
6068350,,,,,,,,1,26/03/2021,Vente,"127000,00",9.0,,RUE,2770,DONISSAN,33000.0,BORDEAUX,33,63,,DU,39,,10,"16,12",,,,,,,,,1,2.0,Appartement,,24.0,1.0,,,
6068356,,,,,,,,1,25/03/2021,Vente,"217500,00",17.0,,RUE,9295,VICTOIRE AMERICAINE,33000.0,BORDEAUX,33,63,,PE,193,,21,,,,,,,,,,1,2.0,Appartement,,50.0,2.0,,,
6068358,,,,,,,,1,09/03/2021,Vente,"233000,00",78.0,,CRS,5760,DE LUZE,33300.0,BORDEAUX,33,63,,PV,13,,50,"82,15",72,,,,,,,,2,2.0,Appartement,,88.0,4.0,,,
6068359,,,,,,,,1,26/03/2021,Vente,"300000,00",114.0,,RUE,5320,LECOCQ,33000.0,BORDEAUX,33,63,,HP,99,,,,,,,,,,,,0,1.0,Maison,,75.0,2.0,S,,104.0
6068362,,,,,,,,1,17/03/2021,Vente,"155000,00",33.0,,RUE,5377,LEON JOUHAUX,33800.0,BORDEAUX,33,63,,BY,285,,2250,,,,,,,,,,1,2.0,Appartement,,62.0,3.0,,,
6068363,,,,,,,,1,06/04/2021,Vente,"402500,00",20.0,,RUE,5890,MANON CORMIER,33000.0,BORDEAUX,33,63,,HP,149,,,,,,,,,,,,0,1.0,Maison,,75.0,3.0,S,,93.0
6068369,,,,,,,,1,25/03/2021,Vente,"470600,00",16.0,,RUE,6345,DE METZ,33000.0,BORDEAUX,33,63,,MH,62,,,,,,,,,,,,0,1.0,Maison,,109.0,4.0,S,,103.0
6068372,,,,,,,,1,11/03/2021,Vente,"468850,00",2.0,,RUE,5355,DE LEOGNAN,33800.0,BORDEAUX,33,63,,EM,367,,2,,7,,,,,,,,2,2.0,Appartement,,77.0,3.0,,,
6068382,,,,,,,,1,29/03/2021,Vente,"620000,00",65.0,,RUE,2050,CHEVALIER,33000.0,BORDEAUX,33,63,,MC,56,,508,,,,,,,,,,1,2.0,Appartement,,129.0,4.0,,,
6068386,,,,,,,,1,30/03/2021,Vente,"275500,00",13.0,,RUE,0735,BEAUTIRAN,33800.0,BORDEAUX,33,63,,CM,20,,,,,,,,,,,,0,1.0,Maison,,40.0,3.0,S,,98.0
6068387,,,,,,,,1,31/03/2021,Vente,"165000,00",72.0,,RUE,8265,SAINT JEAN,33800.0,BORDEAUX,33,63,,CT,555,,,,,,,,,,,,0,2.0,Appartement,,34.0,1.0,S,,69.0
6068392,,,,,,,,1,09/03/2021,Vente,"831000,00",33.0,,RUE,1765,CEREY,33200.0,BORDEAUX,33,63,,VB,88,,,,,,,,,,,,0,1.0,Maison,,180.0,6.0,S,,431.0
6068393,,,,,,,,1,29/03/2021,Vente,"157410,00",2.0,,RUE,1095,DES BOUCHERIES,33000.0,BORDEAUX,33,63,,HE,419,,12,"30,99",,,,,,,,,1,2.0,Appartement,,35.0,2.0,,,
6068404,,,,,,,,1,15/03/2021,Vente,"119645,00",3.0,,RUE,7330,PILET,33000.0,BORDEAUX,33,63,,DP,76,,11,"29,54",,,,,,,,,1,2.0,Appartement,,42.0,2.0,,,
6068405,,,,,,,,1,15/03/2021,Vente,"548300,00",7.0,,RUE,7590,DU PROFESSEUR BERGONIE,33800.0,BORDEAUX,33,63,,CH,53,,,,,,,,,,,,0,1.0,Maison,,149.0,5.0,S,,109.0
6068410,,,,,,,,1,02/04/2021,Vente,"330000,00",16.0,,RUE,7780,RAVEZ,33000.0,BORDEAUX,33,63,,HD,325,,5,"68,25",,,,,,,,,1,2.0,Appartement,,76.0,3.0,,,
6068412,,,,,,,,1,12/03/2021,Vente,"168147,00",8.0,,RUE,4470,HUGLA,33000.0,BORDEAUX,33,63,,DP,69,,2,"24,14",,,,,,,,,1,2.0,Appartement,,26.0,1.0,S,,20.0
6068419,,,,,,,,1,26/03/2021,Vente,"105000,00",58.0,,RUE,5790,DE MACAU,33000.0,BORDEAUX,33,63,,OT,1,,103,"28,89",,,,,,,,,1,2.0,Appartement,,29.0,2.0,,,
6068420,,,,,,,,1,31/03/2021,Vente,"398358,00",25.0,,RUE,7000,PAUL BERT,33000.0,BORDEAUX,33,63,,HD,222,,24,,25,,27,"74,47",,,,,3,2.0,Appartement,,85.0,2.0,,,
6068428,,,,,,,,1,12/03/2021,Vente,"217500,00",4.0,,IMP,2285,CONTI,33000.0,BORDEAUX,33,63,,DW,311,,7,"68,23",,,,,,,,,1,1.0,Maison,,45.0,3.0,,,
6068429,,,,,,,,1,22/03/2021,Vente,"370000,00",8.0,,RUE,0930,BILLAUDEL,33800.0,BORDEAUX,33,63,,CU,104,,,,,,,,,,,,0,2.0,Appartement,,75.0,3.0,S,,163.0
6068430,,,,,,,,1,22/03/2021,Vente,"370000,00",8.0,,RUE,0930,BILLAUDEL,33800.0,BORDEAUX,33,63,,CU,104,,,,,,,,,,,,0,2.0,Appartement,,75.0,3.0,S,,163.0
6068432,,,,,,,,1,26/03/2021,Vente,"180000,00",127.0,,CRS,6265,DU MEDOC,33300.0,BORDEAUX,33,63,,RM,13,,215,"50,80",,,,,,,,,1,2.0,Appartement,,53.0,3.0,,,
6068439,,,,,,,,1,02/04/2021,Vente,"720000,00",10.0,,RUE,2005,DU CHATEAU,33200.0,BORDEAUX,33,63,,YT,5,,,,,,,,,,,,0,1.0,Maison,,145.0,5.0,S,,708.0
6068440,,,,,,,,1,07/04/2021,Vente,"470700,00",14.0,,IMP,7887,RENOIR,33200.0,BORDEAUX,33,63,,YP,184,,,,,,,,,,,,0,1.0,Maison,,170.0,6.0,S,,416.0
6068444,,,,,,,,1,07/04/2021,Vente,"312462,00",35.0,,RUE,4815,JUDE,33200.0,BORDEAUX,33,63,,YD,381,,106,"94,49",133,,,,,,,,2,2.0,Appartement,,95.0,5.0,,,
6068447,,,,,,,,1,12/03/2021,Vente,"225000,00",153.0,,RUE,8390,SAINTE CATHERINE,33000.0,BORDEAUX,33,63,,HD,260,,16,,8,"32,10",,,,,,,2,2.0,Appartement,,30.0,1.0,,,
6068460,,,,,,,,1,29/03/2021,Vente,"570000,00",17.0,,RUE,4065,GODARD CAUD,33200.0,BORDEAUX,33,63,,OE,97,,,,,,,,,,,,0,1.0,Maison,,96.0,3.0,S,,222.0
6068469,,,,,,,,1,30/03/2021,Vente,"270000,00",7.0,,RUE,2135,DU CLOITRE,33000.0,BORDEAUX,33,63,,DP,139,,2,"75,76",,,,,,,,,1,2.0,Appartement,,75.0,3.0,,,
6068476,,,,,,,,1,01/04/2021,Vente,"605000,00",114.0,,AV,1915,CHARLES DE GAULLE,33200.0,BORDEAUX,33,63,,,102,,41,,,,,,,,,,1,2.0,Appartement,,118.0,5.0,,,
6068502,,,,,,,,1,15/03/2021,Vente,"1062855,00",49.0,B,CRS,8705,DE LA SOMME,33800.0,BORDEAUX,33,63,,DU,399,,24,,,,,,,,,,1,2.0,Appartement,,18.0,1.0,,,
6068503,,,,,,,,1,15/03/2021,Vente,"1062855,00",49.0,B,CRS,8705,DE LA SOMME,33800.0,BORDEAUX,33,63,,DU,399,,25,,,,,,,,,,1,2.0,Appartement,,107.0,3.0,,,
6068505,,,,,,,,1,31/03/2021,Vente,"277000,00",32.0,,RUE,0625,BARENNES,33000.0,BORDEAUX,33,63,,PA,272,,19,,,,,,,,,,1,2.0,Appartement,,51.0,2.0,,,
6068517,,,,,,,,1,09/03/2021,Vente,"124000,00",3.0,,RUE,2410,CRUCHINET,33800.0,BORDEAUX,33,63,,EC,1,,3,,5,,,,,,,,2,2.0,Appartement,,24.0,1.0,,,
6068519,,,,,,,,1,29/03/2021,Vente,"182500,00",119.0,,CRS,8285,SAINT LOUIS,33300.0,BORDEAUX,33,63,,RL,102,,11,"50,68",,,,,,,,,1,2.0,Appartement,,51.0,2.0,,,
6068521,,,,,,,,1,01/04/2021,Vente,"203000,00",17.0,,PL,6175,DU MAUCAILLOU,33800.0,BORDEAUX,33,63,,DR,189,,6,"34,66",,,,,,,,,1,2.0,Appartement,,36.0,2.0,,,
6068526,,,,,,,,1,29/03/2021,Vente,"412500,00",17.0,,RUE,2035,CHAUFFOUR,33000.0,BORDEAUX,33,63,,LX,72,,,,,,,,,,,,0,1.0,Maison,,101.0,3.0,S,,119.0
6068531,,,,,,,,1,31/03/2021,Vente,"403000,00",96.0,,RUE,3135,EMILE COMBES,33000.0,BORDEAUX,33,63,,IR,1,,,,,,,,,,,,0,1.0,Maison,,94.0,2.0,AB,,94.0
6068537,,,,,,,,1,29/03/2021,Vente,"620000,00",121.0,,RUE,3685,FRANCOIS DE SOURDIS,33000.0,BORDEAUX,33,63,,EX,32,,,,,,,,,,,,0,1.0,Maison,,202.0,9.0,S,,222.0
6068539,,,,,,,,1,31/03/2021,Vente,"420000,00",35.0,,RUE,4815,JUDE,33200.0,BORDEAUX,33,63,,YD,381,,114,,134,,,,,,,,2,2.0,Appartement,,95.0,5.0,,,
6068541,,,,,,,,1,12/03/2021,Vente,"280000,00",14.0,,RUE,7005,PAUL BERTHELOT,33300.0,BORDEAUX,33,63,,RD,84,,1,"60,55",,,,,,,,,1,2.0,Appartement,,56.0,2.0,,,
6068542,,,,,,,,1,29/03/2021,Vente,"414000,00",33.0,,RUE,8850,DE TAUZIA,33800.0,BORDEAUX,33,63,,DI,30,,19,,,,,,,,,,1,2.0,Appartement,,93.0,4.0,,,
6068544,,,,,,,,1,02/04/2021,Vente,"587150,00",4.0,,RUE,3880,DE GAULNE,33300.0,BORDEAUX,33,63,,SR,90,,,,,,,,,,,,0,1.0,Maison,,135.0,5.0,S,,241.0
6068554,,,,,,,,1,01/04/2021,Vente,"222000,00",118.0,,RUE,5785,MAC CARTHY CAUD,33200.0,BORDEAUX,33,63,,NM,46,,207,"67,09",,,,,,,,,1,2.0,Appartement,,66.0,4.0,,,
6068558,,,,,,,,1,29/03/2021,Vente,"670200,00",77.0,,RUE,0755,DE BEGLES,33800.0,BORDEAUX,33,63,,CT,204,,5,,,,,,,,,,1,2.0,Appartement,,82.0,3.0,,,
6068559,,,,,,,,1,29/03/2021,Vente,"670200,00",77.0,,RUE,0755,DE BEGLES,33800.0,BORDEAUX,33,63,,CT,204,,3,,4,,,,,,,,2,2.0,Appartement,,77.0,3.0,,,
6068563,,,,,,,,1,31/03/2021,Vente,"1020000,00",14.0,,AV,7900,DE LA REPUBLIQUE  CAUD,33200.0,BORDEAUX,33,63,,MK,129,,,,,,,,,,,,0,1.0,Maison,,88.0,3.0,S,,133.0
6068567,,,,,,,,1,31/03/2021,Vente,"1020000,00",12.0,,AV,7900,DE LA REPUBLIQUE  CAUD,33200.0,BORDEAUX,33,63,,MK,130,,,,,,,,,,,,0,2.0,Appartement,,75.0,4.0,S,,318.0
6068569,,,,,,,,1,31/03/2021,Vente,"207000,00",14.0,,RUE,4875,JULES STEEG,33800.0,BORDEAUX,33,63,,DA,101,,1,,,,,,,,,,1,2.0,Appartement,,50.0,2.0,,,
6068573,,,,,,,,1,02/04/2021,Vente,"275000,00",35.0,,RUE,6440,MONADEY,33800.0,BORDEAUX,33,63,,DB,124,,,,,,,,,,,,0,1.0,Maison,,65.0,4.0,S,,85.0
6068577,,,,,,,,1,02/04/2021,Vente,"225000,00",108.0,B,CRS,8285,SAINT LOUIS,33300.0,BORDEAUX,33,63,,RO,55,,193,"58,34",,,,,,,,,1,2.0,Appartement,,58.0,3.0,,,
6068586,,,,,,,,1,19/03/2021,Vente,"200000,00",41.0,,RUE,7200,PETIT PARC,33200.0,BORDEAUX,33,63,,OB,207,,318,"67,73",,,,,,,,,1,2.0,Appartement,,64.0,3.0,,,
6068594,,,,,,,,1,10/03/2021,Vente,"600000,00",10.0,,RUE,9255,VERGNIAUD,33000.0,BORDEAUX,33,63,,PA,152,,,,,,,,,,,,0,1.0,Maison,,116.0,6.0,S,,114.0
6068598,,,,,,,,1,29/03/2021,Vente,"518000,00",18.0,,RUE,1462,DE CAMPEYRAUT,33000.0,BORDEAUX,33,63,,HY,103,,,,,,,,,,,,0,1.0,Maison,,115.0,3.0,S,,324.0
6068605,,,,,,,,1,26/03/2021,Vente,"432000,00",271.0,,BD,7566,DU PRESIDENT WILSON,33200.0,BORDEAUX,33,63,,OM,68,,,,,,,,,,,,0,1.0,Maison,,130.0,6.0,S,,147.0
6068608,,,,,,,,1,23/03/2021,Vente,"212934,94",101.0,,AV,5620,LOUIS BARTHOU CAUD,33200.0,BORDEAUX,33,63,,NZ,72,,140,,148,,,,,,,,2,2.0,Appartement,,49.0,2.0,,,
6068611,,,,,,,,1,12/03/2021,Vente,"1200000,00",23.0,,AV,6410,DE MIRMONT,33200.0,BORDEAUX,33,63,,MX,110,,,,,,,,,,,,0,1.0,Maison,,195.0,6.0,S,,327.0
6068629,,,,,,,,1,31/03/2021,Vente,"201353,00",4.0,,RUE,4421,DES HOLLANDAIS,33300.0,BORDEAUX,33,63,,TH,88,,132,,,,,,,,,,1,2.0,Appartement,,84.0,4.0,,,
6068634,,,,,,,,1,23/03/2021,Vente,"455000,00",7.0,,ALL,2043,DE LA CHENAIE,33200.0,BORDEAUX,33,63,,YT,124,,,,,,,,,,,,0,1.0,Maison,,90.0,2.0,S,,849.0
6068638,,,,,,,,1,29/03/2021,Vente,"288400,00",9.0,,RUE,2145,COIFFARD,33200.0,BORDEAUX,33,63,,OC,123,,30,"81,10",,,,,,,,,1,2.0,Appartement,,81.0,4.0,,,
6068661,,,,,,,,1,07/04/2021,Vente,"482079,00",69.0,,RUE,5996,DU MARECHAL JOFFRE CAUD,33200.0,BORDEAUX,33,63,,VN,151,,,,,,,,,,,,0,1.0,Maison,,90.0,4.0,S,,272.0
6068662,,,,,,,,1,29/03/2021,Vente,"398000,00",25.0,,RUE,6955,PASCAL LAFARGUE,33300.0,BORDEAUX,33,63,,SL,141,,,,,,,,,,,,0,1.0,Maison,,67.0,3.0,S,,597.0
6068663,,,,,,,,1,31/03/2021,Vente,"768000,00",23.0,,RUE,2256,CONDORCET,33300.0,BORDEAUX,33,63,,PS,27,,,,,,,,,,,,0,1.0,Maison,,150.0,7.0,S,,207.0
6068669,,,,,,,,1,10/03/2021,Vente,"1060000,00",13.0,,RUE,0090,ALBERT DE MUN,33000.0,BORDEAUX,33,63,,PD,169,,,,,,,,,,,,0,1.0,Maison,,210.0,8.0,S,,182.0
6068676,,,,,,,,1,19/03/2021,Vente,"135000,00",7.0,,RUE,8890,TEULERE,33000.0,BORDEAUX,33,63,,HE,155,,12,"26,95",,,,,,,,,1,2.0,Appartement,,29.0,2.0,,,
6068699,,,,,,,,1,30/03/2021,Vente,"145000,00",251.0,,RUE,4810,JUDAIQUE,33000.0,BORDEAUX,33,63,,MD,132,,1,"31,11",,,,,,,,,1,2.0,Appartement,,32.0,1.0,,,
6068715,,,,,,,,1,19/03/2021,Vente,"415000,00",97.0,,RUE,2635,DEVEAUX,33200.0,BORDEAUX,33,63,,VP,125,,,,,,,,,,,,0,1.0,Maison,,97.0,4.0,S,,127.0
6068717,,,,,,,,1,30/03/2021,Vente,"236000,00",55.0,,RUE,6400,DU MIRAIL,33000.0,BORDEAUX,33,63,,DS,56,,6,,,,,,,,,,1,2.0,Appartement,,40.0,2.0,,,
6068720,,,,,,,,1,01/04/2021,Vente,"1687600,00",25.0,,ALL,1990,DE CHARTRES,33000.0,BORDEAUX,33,63,,PI,116,,10,"223,86",,,,,,,,,1,2.0,Appartement,,227.0,7.0,,,
6068736,,,,,,,,1,06/04/2021,Vente,"222000,00",178.0,,RUE,8760,STEHELIN CAUD,33200.0,BORDEAUX,33,63,,YM,102,,618,"92,08",,,,,,,,,1,2.0,Appartement,,83.0,4.0,,,
6068745,,,,,,,,1,25/03/2021,Vente,"200000,00",25.0,,RUE,0258,ANDRE CAVERNE,33800.0,BORDEAUX,33,63,,EH,40,,,,,,,,,,,,0,1.0,Maison,,75.0,3.0,S,,83.0
6068748,,,,,,,,1,09/04/2021,Vente,"286010,00",413.0,,RUE,6975,PASTEUR,33200.0,BORDEAUX,33,63,,YT,151,,77,,,,,,,,,,1,2.0,Appartement,,71.0,3.0,,,
6068752,,,,,,,,1,29/03/2021,Vente,"225000,00",20.0,,CRS,0370,ARISTIDE BRIAND,33000.0,BORDEAUX,33,63,,HC,195,,12,"35,09",15,,,,,,,,2,2.0,Appartement,,35.0,2.0,,,
6068756,,,,,,,,1,19/03/2021,Vente,"575000,00",24.0,,RUE,1300,BUCHOU,33800.0,BORDEAUX,33,63,,CV,81,,,,,,,,,,,,0,1.0,Maison,,140.0,5.0,S,,315.0
6068758,,,,,,,,1,06/04/2021,Vente,"476000,00",8.0,,PAS,0620,BARDOS,33800.0,BORDEAUX,33,63,,CX,49,,,,,,,,,,,,0,1.0,Maison,,85.0,4.0,S,,86.0
6068759,,,,,,,,1,02/04/2021,Vente,"170582,00",50.0,,RUE,5350,LEO SAIGNAT,33000.0,BORDEAUX,33,63,,HW,25,,3,"38,39",,,,,,,,,1,2.0,Appartement,,42.0,2.0,,,
6068762,,,,,,,,1,01/04/2021,Vente,"423740,00",61.0,,RUE,4840,JULES FERRY,33200.0,BORDEAUX,33,63,,MV,80,,25,"115,17",3,,,,,,,,2,2.0,Appartement,,116.0,5.0,,,
6068763,,,,,,,,1,06/04/2021,Vente,"450000,00",14.0,,ALL,6976,DES PASTEURINES,33200.0,BORDEAUX,33,63,,YS,63,,,,,,,,,,,,0,1.0,Maison,,110.0,4.0,S,,402.0
6068765,,,,,,,,1,31/03/2021,Vente,"239000,00",40.0,,ALL,4318,HAUSSMANN,33300.0,BORDEAUX,33,63,,RM,45,,81,"48,79",,,,,,,,,1,2.0,Appartement,,48.0,2.0,,,
6068778,,,,,,,,1,16/03/2021,Vente,"90000,00",20.0,,RUE,5825,MAGENTA,33000.0,BORDEAUX,33,63,,ET,97,,13,"21,44",,,,,,,,,1,2.0,Appartement,,24.0,1.0,,,
6068782,,,,,,,,1,11/03/2021,Vente,"805000,00",15.0,,RUE,5875,MALLERET,33000.0,BORDEAUX,33,63,,LE,191,,,,,,,,,,,,0,2.0,Appartement,,100.0,4.0,S,,105.0
6068783,,,,,,,,1,11/03/2021,Vente,"805000,00",15.0,,RUE,5875,MALLERET,33000.0,BORDEAUX,33,63,,LE,191,,,,,,,,,,,,0,2.0,Appartement,,50.0,2.0,S,,105.0
6068791,,,,,,,,1,19/03/2021,Vente,"144500,00",2.0,,RUE,4549,JEAN ARTUS,33300.0,BORDEAUX,33,63,,PX,3,,47,,,,,,,,,,1,2.0,Appartement,,52.0,2.0,,,
6068817,,,,,,,,1,25/03/2021,Vente,"215000,00",22.0,,RUE,4955,DE LACANAU,33000.0,BORDEAUX,33,63,,LY,136,,,,,,,,,,,,0,1.0,Maison,,74.0,3.0,S,,107.0
6068838,,,,,,,,1,08/04/2021,Vente,"98000,00",72.0,T,RUE,3575,FONFREDE,33800.0,BORDEAUX,33,63,,CT,485,,40,"23,03",,,,,,,,,1,2.0,Appartement,,23.0,1.0,,,
6068840,,,,,,,,1,25/03/2021,Vente,"200000,00",56.0,,RUE,3715,FRANTZ SCHRADER,33000.0,BORDEAUX,33,63,,IS,379,,150,,,,,,,,,,1,2.0,Appartement,,46.0,2.0,,,
6068848,,,,,,,,1,22/03/2021,Vente,"173773,12",146.0,,RUE,4010,GEORGES MANDEL,33000.0,BORDEAUX,33,63,,MB,62,,4,"30,33",,,,,,,,,1,2.0,Appartement,,30.0,1.0,,,
6068853,,,,,,,,1,31/03/2021,Vente,"155000,00",31.0,,RUE,8970,TOMBE L OLY,33000.0,BORDEAUX,33,63,,DT,125,,17,"40,30",6,,,,,,,,2,2.0,Appartement,,15.0,2.0,,,
6068865,,,,,,,,1,16/03/2021,Vente,"127000,00",81.0,,CRS,9500,DE L YSER,33800.0,BORDEAUX,33,63,,CT,66,,3,"46,82",,,,,,,,,1,2.0,Appartement,,46.0,2.0,,,
6068873,,,,,,,,1,01/04/2021,Vente,"142000,00",92.0,,RUE,9230,DU VELODROME,33200.0,BORDEAUX,33,63,,OD,23,,118,"45,75",76,,,,,,,,2,2.0,Appartement,,49.0,2.0,,,
6068874,,,,,,,,1,31/03/2021,Vente,"2475000,00",2.0,,RUE,0520,DES AYRES,33000.0,BORDEAUX,33,63,,HD,331,,,,,,,,,,,,0,2.0,Appartement,,46.0,2.0,S,,303.0
6068875,,,,,,,,1,31/03/2021,Vente,"2475000,00",2.0,,RUE,0520,DES AYRES,33000.0,BORDEAUX,33,63,,HD,331,,,,,,,,,,,,0,2.0,Appartement,,46.0,2.0,S,,303.0
6068877,,,,,,,,1,31/03/2021,Vente,"2475000,00",2.0,,RUE,0520,DES AYRES,33000.0,BORDEAUX,33,63,,HD,331,,,,,,,,,,,,0,2.0,Appartement,,65.0,2.0,S,,303.0
6068878,,,,,,,,1,31/03/2021,Vente,"2475000,00",2.0,,RUE,0520,DES AYRES,33000.0,BORDEAUX,33,63,,HD,331,,,,,,,,,,,,0,2.0,Appartement,,65.0,2.0,S,,303.0
6068879,,,,,,,,1,31/03/2021,Vente,"2475000,00",2.0,,RUE,0520,DES AYRES,33000.0,BORDEAUX,33,63,,HD,331,,,,,,,,,,,,0,2.0,Appartement,,70.0,3.0,S,,303.0
6068880,,,,,,,,1,31/03/2021,Vente,"2475000,00",2.0,,RUE,0520,DES AYRES,33000.0,BORDEAUX,33,63,,HD,331,,,,,,,,,,,,0,2.0,Appartement,,46.0,2.0,S,,303.0
6068882,,,,,,,,1,19/03/2021,Vente,"10000,00",44.0,,CRS,9315,VICTOR HUGO,33000.0,BORDEAUX,33,63,,DP,82,,6,,,,,,,,,,1,2.0,Appartement,,25.0,2.0,,,
6068883,,,,,,,,1,19/03/2021,Vente,"10000,00",44.0,,CRS,9315,VICTOR HUGO,33000.0,BORDEAUX,33,63,,DP,82,,6,,,,,,,,,,1,2.0,Appartement,,45.0,3.0,,,
6068884,,,,,,,,1,19/03/2021,Vente,"10000,00",44.0,,CRS,9315,VICTOR HUGO,33000.0,BORDEAUX,33,63,,DP,82,,3,,,,,,,,,,1,2.0,Appartement,,60.0,3.0,,,
6068885,,,,,,,,1,22/03/2021,Vente,"258000,00",28.0,,RUE,7860,DES REMPARTS,33000.0,BORDEAUX,33,63,,KH,92,,8,"38,21",,,,,,,,,1,2.0,Appartement,,44.0,2.0,,,
6068886,,,,,,,,1,01/04/2021,Vente,"800000,00",119.0,,RUE,0785,DE BELFORT,33000.0,BORDEAUX,33,63,,HA,157,,,,,,,,,,,,0,2.0,Appartement,,36.0,1.0,S,,192.0
6068887,,,,,,,,1,01/04/2021,Vente,"800000,00",119.0,,RUE,0785,DE BELFORT,33000.0,BORDEAUX,33,63,,HA,157,,,,,,,,,,,,0,2.0,Appartement,,40.0,2.0,S,,192.0
6068888,,,,,,,,1,01/04/2021,Vente,"800000,00",119.0,,RUE,0785,DE BELFORT,33000.0,BORDEAUX,33,63,,HA,157,,,,,,,,,,,,0,2.0,Appartement,,38.0,2.0,S,,192.0
6068889,,,,,,,,1,01/04/2021,Vente,"800000,00",119.0,,RUE,0785,DE BELFORT,33000.0,BORDEAUX,33,63,,HA,157,,,,,,,,,,,,0,2.0,Appartement,,48.0,2.0,S,,192.0
6068890,,,,,,,,1,01/04/2021,Vente,"800000,00",119.0,,RUE,0785,DE BELFORT,33000.0,BORDEAUX,33,63,,HA,157,,,,,,,,,,,,0,2.0,Appartement,,32.0,1.0,S,,192.0
6068897,,,,,,,,1,07/04/2021,Vente,"110000,00",18.0,,RUE,8915,THIAC,33000.0,BORDEAUX,33,63,,KX,43,,18,"28,74",,,,,,,,,1,2.0,Appartement,,27.0,1.0,,,
